"行識別子","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","処理区域内人口（人） [servicePopulation]","水洗化人口（人） [connectedPopulation]","年間汚水処理水量（m³/年） [treatedVolume]","年間有収水量（m³/年） [annualBillableVolume]","一般家庭用20m³月額（円/月・税込） [householdFee20m3Yen]","使用料収入（千円/年） [sewerFeeRevenue]","汚水処理費（千円/年） [wastewaterTreatmentCost]","維持管理費分（千円/年） [opexComponent]","資本費分（千円/年） [capitalCostComponent]","営業費用（千円） [operating_expense]","管渠費（千円） [pipeline_expense]","ポンプ場費（千円） [pump_station_expense]","処理場費（千円） [treatment_plant_expense]","業務費（千円） [business_expense]","総係費（千円） [general_administration_expense]","職員給与費計（千円） [personnel_cost_total]","支払利息計（千円） [interest_cost_total]","減価償却費（千円） [depreciation_cost]","動力費（千円） [power_cost]","水道光熱費（千円） [water_and_utilities_cost]","通信運搬費（千円） [communications_transport_cost]","修繕費（千円） [repair_cost]","材料費（千円） [materials_cost]","薬品費（千円） [chemical_cost]","路面復旧費（千円） [road_restoration_cost]","委託料（千円） [outsourcing_cost]","流域下水道管理運営費負担金（千円） [regional_sewerage_contribution]","その他（千円） [other_cost]","費用合計（千円） [total_cost]"
"222101:17-1-000:legal_applied:2020","222101","富士市","17-1-000","legal_applied","2020","196138","179648","26838645","20527304","2640","2814834","3091865","1578535","1513330","4390226","190757","0","1109220","130272","195551","300857","507224","2730197","180016","5826","3061","77024","2149","86281","3272","783532","0","225615","4905054"
"222119:17-1-000:legal_applied:2020","222119","磐田市","17-1-000","legal_applied","2020","94855","89300","9842266","10262517","2221","1208090","1735890","858777","877113","3705672","96327","186521","651908","57277","83871","66165","327222","2623117","91207","818","4781","116209","23090","22043","0","648619","0","139846","4063117"
"222127:17-1-000:legal_applied:2020","222127","焼津市","17-1-000","legal_applied","2020","29807","26629","4069706","3438070","2260","384782","522391","329252","193139","1655203","50193","7878","230993","0","62867","61869","199341","1169489","32146","2454","795","11956","2428","104","0","230834","0","145047","1856463"
"222135:17-1-000:legal_applied:2020","222135","掛川市","17-1-000","legal_applied","2020","34831","29479","3677189","3590873","2838","525476","708229","441078","267151","1477016","5717","31433","306510","0","77390","57216","235955","1055966","41544","2133","47760","72388","601","0","0","169217","0","50213","1732993"
"222143:17-1-000:legal_applied:2020","222143","藤枝市","17-1-000","legal_applied","2020","60427","55150","8216629","6731797","2310","795711","1009770","472118","537652","1866827","48894","0","329941","0","107063","72088","186119","1379336","0","0","122","45205","180","0","0","316247","0","54971","2054268"
"222151:17-1-000:legal_applied:2020","222151","御殿場市","17-1-000","legal_applied","2020","32863","30235","3421842","2878989","2570","396663","431848","328676","103172","898009","41635","4177","203145","13581","50764","39535","162647","569788","37990","272","1574","25380","984","777","0","169434","0","52730","1061111"
"222160:17-1-000:legal_applied:2020","222160","袋井市","17-1-000","legal_applied","2020","31248","31248","3577142","3089347","2019","321012","463402","354284","109118","1177407","19342","0","273077","6495","59245","54196","180461","817279","22","3148","576","71652","0","0","0","161359","0","69191","1357884"
"222194:17-1-000:legal_applied:2020","222194","下田市","17-1-000","legal_applied","2020","9928","7128","1256328","950496","2420","127843","150539","150539","0","632370","1961","0","132578","0","15847","5708","66021","474159","0","0","804","3867","0","0","0","135007","0","13003","698569"
"222208:17-1-000:legal_applied:2020","222208","裾野市","17-1-000","legal_applied","2020","22290","20333","2022603","1841158","2508","194783","276174","252646","23528","650647","17146","0","0","28517","41083","43514","95844","381015","2804","0","123","1490","0","0","0","26441","164677","31806","747714"
"222216:17-1-000:legal_applied:2020","222216","湖西市","17-1-000","legal_applied","2020","22015","18221","2017265","1932197","2872","275467","313815","282656","31159","978865","2707","0","230264","0","74265","38024","146799","654373","45132","111","723","44734","0","10703","0","151102","0","37015","1128716"
"222224:17-1-000:legal_applied:2020","222224","伊豆市","17-1-000","legal_applied","2020","5839","5400","1514839","1114589","2728","124352","195123","195123","0","354164","20459","0","0","0","17943","11973","8089","161948","4462","35","892","1364","21","0","0","6452","153814","16110","365160"
"222232:17-1-000:legal_applied:2020","222232","御前崎市","17-1-000","legal_applied","2020","6694","6175","749000","734000","1760","65519","110100","85190","24910","320592","6100","0","63895","0","15195","7569","26546","235402","0","0","0","6490","0","0","0","69968","0","1163","347138"
"222241:17-1-000:legal_applied:2020","222241","菊川市","17-1-000","legal_applied","2020","10590","9610","1183075","895897","2640","114666","134385","122184","12201","435916","4302","0","81548","0","33790","22931","59304","280605","11933","0","414","784","0","0","0","64270","0","57523","497764"
"222259:17-1-000:legal_applied:2020","222259","伊豆の国市","17-1-000","legal_applied","2020","26246","24741","5473639","4309668","2310","446691","646450","520751","125699","987549","53198","3312","0","0","51141","31022","42522","453410","32","2989","481","10193","399","0","0","44059","425329","42689","1053125"
"223042:17-1-000:non_legal_applied:2020","223042","南伊豆町","17-1-000","non_legal_applied","2020","2219","1214","338062","295073","2268","38303","77981","77981","0","","","","","","","","","","","","","","","","","","","",""
"223255:17-1-000:legal_applied:2020","223255","函南町","17-1-000","legal_applied","2020","24134","22256","2738908","2426647","2310","262813","363997","272966","91031","705377","15502","0","0","0","30572","17878","55047","457278","0","1947","791","426","0","0","0","20368","202025","29531","785291"
"223417:17-1-000:legal_applied:2020","223417","清水町","17-1-000","legal_applied","2020","22530","20498","2353772","2270982","2550","300155","340647","238939","101708","764599","16481","27878","0","0","90098","26447","95620","468169","4147","4099","656","3261","0","648","0","30439","161973","64931","860390"
"223425:17-1-000:legal_applied:2020","223425","長泉町","17-1-000","legal_applied","2020","33826","33304","3342915","3245692","1650","286862","486854","383727","103127","690911","31043","0","0","26522","18591","17696","51887","328939","2391","6","485","7543","0","0","0","24594","285816","45196","764553"
"223441:17-1-000:non_legal_applied:2020","223441","小山町","17-1-000","non_legal_applied","2020","3870","3632","602576","495812","2200","71022","78772","70816","7956","","","","","","","","","","","","","","","","","","","",""
"224243:17-1-000:legal_applied:2020","224243","吉田町","17-1-000","legal_applied","2020","11101","7998","902066","846178","2002","82733","194164","194164","0","625572","27569","0","99819","0","56281","37274","95327","429231","11816","190","294","9530","458","0","0","107974","0","32915","725009"
"224618:17-1-000:non_legal_applied:2020","224618","森町","17-1-000","non_legal_applied","2020","4786","2931","460151","370970","2200","43797","55645","39140","16505","","","","","","","","","","","","","","","","","","","",""
"231002:17-1-000:legal_applied:2020","231002","名古屋市","17-1-000","legal_applied","2020","2278100","2274200","392604800","257681595","1804","29758853","30282050","14588552","15693498","63530267","5611133","2434982","10945678","1398387","1955280","6380599","5573405","37648224","2756059","619631","356350","1978387","105140","601134","422155","5920164","0","5474237","67835485"
"232017:17-1-000:legal_applied:2020","232017","豊橋市","17-1-000","legal_applied","2020","264873","257877","35685429","27762206","2277","4134896","3577165","1599228","1977937","6359378","317974","265795","994263","74634","345831","460841","553383","4068736","236139","5977","6929","312708","10409","34855","0","865787","221059","160580","6937403"
"232025:17-1-000:legal_applied:2020","232025","岡崎市","17-1-000","legal_applied","2020","338541","323491","36568468","32647487","1998","3807574","4897347","1903411","2993936","7019086","596976","331375","0","186938","176256","302340","1066965","4413703","43347","0","0","233882","0","0","11234","494568","1243716","328334","8138089"
"232033:17-1-000:legal_applied:2020","232033","一宮市","17-1-000","legal_applied","2020","262656","195674","33464531","25191099","2019","2512298","3778665","2155984","1622681","6640658","270548","199981","1219662","133131","197224","487909","1212347","3860835","236128","1808","7745","421098","261","27418","3611","651296","743689","238142","7892287"
"232041:17-1-000:legal_applied:2020","232041","瀬戸市","17-1-000","legal_applied","2020","85056","73983","7980793","7621400","1760","687332","1129766","569215","560551","2356846","70156","0","446509","0","114862","84479","136190","1714286","64459","2999","1319","104966","0","23264","1110","325510","0","41395","2499977"
"232050:17-1-000:legal_applied:2020","232050","半田市","17-1-000","legal_applied","2020","106125","92278","11848743","10231847","2030","1194921","1534788","654163","880625","2953456","61045","115523","0","0","139539","116716","402166","2042070","30500","421","187","68313","0","0","0","108825","558963","42413","3370575"
"232068:17-1-000:legal_applied:2020","232068","春日井市","17-1-000","legal_applied","2020","214490","205232","27690847","22164649","1925","2212141","3324697","1627407","1697290","5985185","140996","81586","1337436","166459","71890","268106","685855","3924657","186935","5218","3255","303342","7206","1220","0","884336","0","412040","6682170"
"232076:17-1-000:legal_applied:2020","232076","豊川市","17-1-000","legal_applied","2020","150436","139532","17554214","15781697","1991","1922008","2158456","1006052","1152404","3397646","88820","1335","0","115357","59509","103626","171749","2267968","4687","162","2027","17200","1116","0","0","117162","809342","39591","3534630"
"232084:17-1-000:legal_applied:2020","232084","津島市","17-1-000","legal_applied","2020","26139","17443","4289479","1847793","2821","265554","277169","179924","97245","642012","9338","0","108185","0","68181","33236","38799","361122","17261","573","410","19592","541","1894","0","100793","94229","20731","689181"
"232092:17-1-000:legal_applied:2020","232092","碧南市","17-1-000","legal_applied","2020","57432","47197","5051807","4789189","1760","536368","718378","523379","194999","2285314","51138","56641","0","0","86099","41247","248404","1699269","0","12568","1294","11385","0","0","0","102488","383752","36852","2537259"
"232106:17-1-000:legal_applied:2020","232106","刈谷市","17-1-000","legal_applied","2020","141927","130061","16698196","13597071","1650","1143635","1604633","860860","743773","3033984","113766","17144","0","0","141921","96153","351020","2050807","6605","56","706","24624","2959","0","0","118791","710346","28416","3390483"
"232114:17-1-000:legal_applied:2020","232114","豊田市","17-1-000","legal_applied","2020","308525","290968","32820019","30529864","1980","3638367","4601068","1699988","2901080","6393631","251652","134916","0","159951","78006","199270","642382","4527641","22894","207","356","48108","0","0","0","227447","1165129","210613","7044047"
"232122:17-1-000:legal_applied:2020","232122","安城市","17-1-000","legal_applied","2020","142265","131657","14533884","14040352","1650","1346746","1923823","800119","1123704","2282768","59366","40139","0","48163","106408","83523","287539","1461764","7564","16","783","31351","0","0","0","105945","565194","27131","2570810"
"232131:17-1-000:legal_applied:2020","232131","西尾市","17-1-000","legal_applied","2020","126001","112411","11617081","10345080","1870","996717","1577062","634954","942108","2601788","163442","40160","0","58694","54349","79334","356325","1863281","13051","0","847","45582","693","0","0","120925","401182","88354","2969574"
"232149:17-1-000:legal_applied:2020","232149","蒲郡市","17-1-000","legal_applied","2020","52654","47602","7544637","6264078","2299","735916","1170924","537147","633777","2013589","125003","35250","309479","0","75948","65432","102613","1414071","46349","302","647","57268","169","0","4258","365102","35803","24267","2116281"
"232157:17-1-000:legal_applied:2020","232157","犬山市","17-1-000","legal_applied","2020","51533","44237","7724858","5125407","1771","525427","775911","412905","363006","1373292","47377","0","0","31152","30836","26499","127018","855869","1670","0","553","0","0","0","12335","70242","381073","32532","1507791"
"232165:17-1-000:legal_applied:2020","232165","常滑市","17-1-000","legal_applied","2020","31010","21493","3047975","2791465","1705","357723","417220","323998","93222","1686815","32382","48762","265714","0","63639","30368","157446","1273505","51066","390","1914","60714","0","0","0","262943","0","53804","1892150"
"232173:17-1-000:legal_applied:2020","232173","江南市","17-1-000","legal_applied","2020","41603","29192","3134260","2864990","1980","309511","516102","317026","199076","907905","21989","0","0","0","77482","47655","153946","562551","0","0","98","1323","0","0","0","21388","221539","53836","1062336"
